specI_cluster	ref-mOTU_v2_ID	kingdom	phylum	class	order	family	genus	mOTU
specI_v3_08254	ref_mOTU_v25_08254	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	33958 Lactobacillaceae	1578 Lactobacillus	227944 Lactobacillus kalixensis
specI_v3_06004	ref_mOTU_v25_06004	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	186828 Carnobacteriaceae	191769 Marinilactibacillus	191770 Marinilactibacillus psychrotolerans
specI_v3_01712	ref_mOTU_v25_01712	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	136 Spirochaetales	1643685 Borreliaceae	64895 Borreliella	29518 Borreliella afzelii
specI_v3_00516	ref_mOTU_v25_00516	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	NA Burkholderiales fam. incertae sedis	NA Burkholderiales gen. incertae sedis	1797552 Burkholderiales bacterium RIFCSPHIGHO2_01_FULL_63_240
specI_v3_00470	ref_mOTU_v25_00470	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	80864 Comamonadaceae	34072 Variovorax	376815 Variovorax soli
specI_v3_04273	ref_mOTU_v25_04273	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	91347 Enterobacterales	543 Enterobacteriaceae	401618 Candidatus Riesia	428411 Candidatus Riesia pediculischaeffi
specI_v3_08162	ref_mOTU_v25_08162	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	468 Moraxellaceae	469 Acinetobacter	1407071 Acinetobacter sp. TGL-Y2
specI_v3_05832	ref_mOTU_v25_05832	2 Bacteria	200795 Chloroflexi	NA Chloroflexi class incertae sedis	NA Chloroflexi order incertae sedis	NA Chloroflexi fam. incertae sedis	NA Chloroflexi gen. incertae sedis	1805080 Chloroflexi bacterium 13_1_40CM_65_17
specI_v3_06929	ref_mOTU_v25_06929	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	80864 Comamonadaceae	198705 Lampropedia	198706 Lampropedia hyalina
specI_v3_11243	ref_mOTU_v25_11243	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	165695 Sphingobium	453246 Sphingobium sp. TCM1
specI_v3_04639	ref_mOTU_v25_04639	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	NA Actinobacteria order incertae sedis	NA Actinobacteria fam. incertae sedis	NA Actinobacteria gen. incertae sedis	1504320 actinobacterium acAcidi
specI_v3_04533	ref_mOTU_v25_04533	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186822 Paenibacillaceae	44249 Paenibacillus	494026 Paenibacillus glacialis
specI_v3_01426	ref_mOTU_v25_01426	2157 Archaea	28890 Euryarchaeota	183939 Methanococci	2182 Methanococcales	2183 Methanococcaceae	2184 Methanococcus	39152 Methanococcus maripaludis
specI_v3_06715	ref_mOTU_v25_06715	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	2037 Actinomycetales	2049 Actinomycetaceae	2529408 Schaalia	183916 Schaalia vaccimaxillae
specI_v3_03922	ref_mOTU_v25_03922	2 Bacteria	40117 Nitrospirae	203693 Nitrospira	189778 Nitrospirales	189779 Nitrospiraceae	28261 Thermodesulfovibrio	86166 Thermodesulfovibrio aggregans
specI_v3_03578	ref_mOTU_v25_03578	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85004 Bifidobacteriales	31953 Bifidobacteriaceae	2701 Gardnerella	2702 Gardnerella vaginalis
specI_v3_10154	ref_mOTU_v25_10154	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	1970189 Marinilabiliales	558415 Marinilabiliaceae	1849718 Labilibacter	1849719 Labilibacter aurantiacus
specI_v3_12177	ref_mOTU_v25_12177	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	213113 Desulfurellales	117942 Desulfurellaceae	84404 Hippea	1279027 Hippea alviniae
specI_v3_08525	ref_mOTU_v25_08525	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1268 Micrococcaceae	596707 Sinomonas	1531955 Sinomonas mesophila
specI_v3_08699	ref_mOTU_v25_08699	2 Bacteria	976 Bacteroidetes	NA Bacteroidetes class incertae sedis	NA Bacteroidetes order incertae sedis	NA Bacteroidetes fam. incertae sedis	NA Bacteroidetes gen. incertae sedis	1617419 Bacteroidetes bacterium OLB8
specI_v3_06800	ref_mOTU_v25_06800	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	1843210 Anaerocolumna	100134 Anaerocolumna xylanovorans
specI_v3_03213	ref_mOTU_v25_03213	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	119060 Burkholderiaceae	1822464 Paraburkholderia	984307 Paraburkholderia kururiensis
specI_v3_08862	ref_mOTU_v25_08862	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	335929 Erythrobacteraceae	1041 Erythrobacter	1648404 Erythrobacter atlanticus
specI_v3_10106	ref_mOTU_v25_10106	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186807 Peptococcaceae	1562 Desulfotomaculum	1838280 Desulfotomaculum copahuensis
specI_v3_07840	ref_mOTU_v25_07840	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	90964 Staphylococcaceae	1279 Staphylococcus	1293 Staphylococcus gallinarum
specI_v3_03926	ref_mOTU_v25_03926	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1762 Mycobacteriaceae	1763 Mycobacterium	1769 Mycobacterium leprae
specI_v3_02122	ref_mOTU_v25_02122	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135614 Xanthomonadales	32033 Xanthomonadaceae	490567 Arenimonas	370776 Arenimonas composti
specI_v3_09611	ref_mOTU_v25_09611	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	225842 Formosa	1798225 Formosa sp. Hel1_31_208
specI_v3_06389	ref_mOTU_v25_06389	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	213115 Desulfovibrionales	194924 Desulfovibrionaceae	872 Desulfovibrio	596152 Desulfovibrio sp. U5L
specI_v3_03222	ref_mOTU_v25_03222	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	33958 Lactobacillaceae	1578 Lactobacillus	1218495 Lactobacillus apinorum
specI_v3_11426	ref_mOTU_v25_11426	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	74385 Gracilibacillus	531814 Gracilibacillus ureilyticus
specI_v3_03669	ref_mOTU_v25_03669	2 Bacteria	1239 Firmicutes	909932 Negativicutes	1843489 Veillonellales	31977 Veillonellaceae	29465 Veillonella	1502943 Veillonella seminalis
specI_v3_07887	ref_mOTU_v25_07887	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85016 Cellulomonadaceae	1707 Cellulomonas	1304865 Cellulomonas sp. KRMCY2
specI_v3_01715	ref_mOTU_v25_01715	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	136 Spirochaetales	1643685 Borreliaceae	64895 Borreliella	34095 Borreliella japonica
specI_v3_10640	ref_mOTU_v25_10640	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	54526 Pelagibacterales	1655514 Pelagibacteraceae	198251 Candidatus Pelagibacter	1977864 Candidatus Pelagibacter sp. RS39
specI_v3_11563	ref_mOTU_v25_11563	2 Bacteria	508458 Synergistetes	649775 Synergistia	649776 Synergistales	649777 Synergistaceae	336260 Thermovirga	336261 Thermovirga lienii
specI_v3_05098	ref_mOTU_v25_05098	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	182709 Oceanobacillus	1851204 Oceanobacillus sp. Castelsardo
specI_v3_12057	ref_mOTU_v25_12057	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	136 Spirochaetales	137 Spirochaetaceae	146 Spirochaeta	46355 Spirochaeta africana
specI_v3_05438	ref_mOTU_v25_05438	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	1524249 Pseudohongiella	1768907 Pseudohongiella nitratireducens
specI_v3_07271	ref_mOTU_v25_07271	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	1268 Micrococcaceae	57493 Kocuria	592377 Kocuria atrinae
specI_v3_10100	ref_mOTU_v25_10100	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	NA Burkholderiales fam. incertae sedis	NA Burkholderiales gen. incertae sedis	1834205 Burkholderiales bacterium YL45
specI_v3_11093	ref_mOTU_v25_11093	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	2304686 Hungateiclostridiaceae	1508657 Ruminiclostridium	1521 Ruminiclostridium cellulolyticum
specI_v3_01592	ref_mOTU_v25_01592	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	1300 Streptococcaceae	1301 Streptococcus	1305 Streptococcus sanguinis
specI_v3_11099	ref_mOTU_v25_11099	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	45404 Beijerinckiaceae	184923 Methylocapsa	133552 Methylocapsa acidiphila
specI_v3_01548	ref_mOTU_v25_01548	2 Bacteria	976 Bacteroidetes	117747 Sphingobacteriia	200666 Sphingobacteriales	84566 Sphingobacteriaceae	84567 Pedobacter	1735684 Pedobacter sp. Leaf216
specI_v3_11761	ref_mOTU_v25_11761	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	1283313 Alloprevotella	671218 Alloprevotella rava
specI_v3_08060	ref_mOTU_v25_08060	2 Bacteria	142182 Gemmatimonadetes	219685 Gemmatimonadetes	219686 Gemmatimonadales	219687 Gemmatimonadaceae	173479 Gemmatimonas	1379270 Gemmatimonas phototrophica
specI_v3_10439	ref_mOTU_v25_10439	2157 Archaea	28890 Euryarchaeota	183963 Halobacteria	2235 Halobacteriales	1963268 Haloarculaceae	63743 Natronomonas	1906246 Natronomonas sp. CBA1134
specI_v3_06146	ref_mOTU_v25_06146	2 Bacteria	1224 Proteobacteria	29547 Epsilonproteobacteria	213849 Campylobacterales	72294 Campylobacteraceae	28196 Arcobacter	28198 Arcobacter cryaerophilus
specI_v3_02052	ref_mOTU_v25_02052	2 Bacteria	1239 Firmicutes	186801 Clostridia	68295 Thermoanaerobacterales	186814 Thermoanaerobacteraceae	129957 Carboxydothermus	661089 Carboxydothermus islandicus
specI_v3_07944	ref_mOTU_v25_07944	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186822 Paenibacillaceae	44249 Paenibacillus	1324314 Paenibacillus selenitireducens
specI_v3_08852	ref_mOTU_v25_08852	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186822 Paenibacillaceae	44249 Paenibacillus	1642570 Paenibacillus sp. DMB20
specI_v3_03014	ref_mOTU_v25_03014	2 Bacteria	544448 Tenericutes	31969 Mollicutes	186329 Acholeplasmatales	2146 Acholeplasmataceae	33926 Candidatus Phytoplasma	1836886 Phytoplasma sp. Vc33
specI_v3_08226	ref_mOTU_v25_08226	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	1706369 Cellvibrionales	1706374 Porticoccaceae	1123967 Porticoccus	1073414 Porticoccus hydrocarbonoclasticus
specI_v3_07073	ref_mOTU_v25_07073	2 Bacteria	1239 Firmicutes	909932 Negativicutes	909929 Selenomonadales	1843490 Sporomusaceae	909931 Sporolituus	608505 Sporolituus thermophilus
specI_v3_00425	ref_mOTU_v25_00425	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	75682 Oxalobacteraceae	29580 Janthinobacterium	1747903 Janthinobacterium sp. S3-2
specI_v3_05335	ref_mOTU_v25_05335	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85006 Micrococcales	85021 Intrasporangiaceae	367298 Phycicoccus	443156 Phycicoccus dokdonensis
specI_v3_07101	ref_mOTU_v25_07101	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	41295 Rhodospirillaceae	168934 Thalassospira	168935 Thalassospira lucentensis
specI_v3_09079	ref_mOTU_v25_09079	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	206351 Neisseriales	481 Neisseriaceae	59 Vitreoscilla	1689272 Vitreoscilla massiliensis
specI_v3_07112	ref_mOTU_v25_07112	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	72276 Ectothiorhodospiraceae	476278 Thiohalospira	381300 Thiohalospira halophila
specI_v3_03623	ref_mOTU_v25_03623	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	59620 uncultured Clostridium sp.
specI_v3_02869	ref_mOTU_v25_02869	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85009 Propionibacteriales	85015 Nocardioidaceae	117156 Actinopolymorpha	504797 Actinopolymorpha cephalotaxi
specI_v3_11295	ref_mOTU_v25_11295	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	596767 Hydrogenoanaerobacterium	474960 Hydrogenoanaerobacterium saccharovorans
specI_v3_00338	ref_mOTU_v25_00338	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	90964 Staphylococcaceae	1279 Staphylococcus	29385 Staphylococcus saprophyticus
specI_v3_09894	ref_mOTU_v25_09894	2 Bacteria	976 Bacteroidetes	NA Bacteroidetes class incertae sedis	NA Bacteroidetes order incertae sedis	NA Bacteroidetes fam. incertae sedis	NA Bacteroidetes gen. incertae sedis	1805032 Bacteroidetes bacterium CG2_30_32_10
specI_v3_10309	ref_mOTU_v25_10309	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	13687 Sphingomonas	1888892 Sphingomonas turrisvirgatae
specI_v3_09026	ref_mOTU_v25_09026	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	136 Spirochaetales	NA Spirochaetales fam. incertae sedis	NA Spirochaetales gen. incertae sedis	1674863 Spirochaetales bacterium Spiro_07
specI_v3_10481	ref_mOTU_v25_10481	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	2005520 Dysgonamonadaceae	294702 Proteiniphilum	1918497 Proteiniphilum sp. EBM-39
specI_v3_07522	ref_mOTU_v25_07522	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	127891 Bacillus wakoensis
specI_v3_08049	ref_mOTU_v25_08049	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	766 Rickettsiales	775 Rickettsiaceae	69474 Orientia	911112 Orientia chuto
specI_v3_11661	ref_mOTU_v25_11661	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	291183 Lacinutrix	641549 Lacinutrix himadriensis
specI_v3_10291	ref_mOTU_v25_10291	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186822 Paenibacillaceae	NA Paenibacillaceae gen. incertae sedis	1882832 Paenibacillaceae bacterium GAS479
specI_v3_03326	ref_mOTU_v25_03326	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	85026 Gordoniaceae	2053 Gordonia	410332 Gordonia malaquae
specI_v3_00383	ref_mOTU_v25_00383	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	119060 Burkholderiaceae	240411 Chitinimonas	356302 Chitinimonas koreensis
specI_v3_01686	ref_mOTU_v25_01686	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1653 Corynebacteriaceae	1716 Corynebacterium	38305 Corynebacterium vitaeruminis
specI_v3_07926	ref_mOTU_v25_07926	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	2211639 Pseudaestuariivita	1317121 Pseudaestuariivita atlantica
specI_v3_07537	ref_mOTU_v25_07537	2157 Archaea	28890 Euryarchaeota	183963 Halobacteria	1644055 Haloferacales	1644056 Haloferacaceae	293431 Haloquadratum	1238426 Haloquadratum sp. J07HQX50
specI_v3_02478	ref_mOTU_v25_02478	2 Bacteria	200918 Thermotogae	188708 Thermotogae	2419 Thermotogales	188709 Thermotogaceae	1643951 Pseudothermotoga	57487 Pseudothermotoga hypogea
specI_v3_10387	ref_mOTU_v25_10387	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	165695 Sphingobium	1895845 Sphingobium sp. 66-54
specI_v3_11407	ref_mOTU_v25_11407	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	262406 Thermobaculum	166501 Thermobaculum terrenum
specI_v3_02958	ref_mOTU_v25_02958	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	265 Paracoccus	1569209 Paracoccus sp. PAMC 22219
specI_v3_11583	ref_mOTU_v25_11583	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85010 Pseudonocardiales	2070 Pseudonocardiaceae	1511695 Yuhushiella	587909 Yuhushiella deserti
specI_v3_02521	ref_mOTU_v25_02521	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	136 Spirochaetales	137 Spirochaetaceae	157 Treponema	69710 Treponema vincentii
specI_v3_06623	ref_mOTU_v25_06623	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	286104 Winogradskyella	1089305 Winogradskyella jejuensis
specI_v3_01461	ref_mOTU_v25_01461	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85011 Streptomycetales	2062 Streptomycetaceae	1883 Streptomyces	1703933 Streptomyces sp. CB01580
specI_v3_08340	ref_mOTU_v25_08340	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	1706369 Cellvibrionales	1706373 Microbulbiferaceae	48073 Microbulbifer	1453501 Microbulbifer sp. HZ11
specI_v3_03361	ref_mOTU_v25_03361	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186822 Paenibacillaceae	44249 Paenibacillus	582692 Paenibacillus polysaccharolyticus
specI_v3_04549	ref_mOTU_v25_04549	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	28256 Halomonadaceae	2745 Halomonas	1479235 Halomonas sp. HL-48
specI_v3_12210	ref_mOTU_v25_12210	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	NA Alphaproteobacteria order incertae sedis	NA Alphaproteobacteria fam. incertae sedis	991903 Polymorphum	991904 Polymorphum gilvum
specI_v3_09230	ref_mOTU_v25_09230	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	1643682 Geodermatophilales	85030 Geodermatophilaceae	88138 Modestobacter	1736356 Modestobacter sp. Leaf380
specI_v3_08429	ref_mOTU_v25_08429	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	1497953 Bacteroidales bacterium KA00251
specI_v3_08450	ref_mOTU_v25_08450	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186822 Paenibacillaceae	44249 Paenibacillus	1502753 Paenibacillus sp. UNC496MF
specI_v3_09427	ref_mOTU_v25_09427	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85007 Corynebacteriales	1762 Mycobacteriaceae	1763 Mycobacterium	1787 Mycobacterium szulgai
specI_v3_00157	ref_mOTU_v25_00157	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72274 Pseudomonadales	135621 Pseudomonadaceae	286 Pseudomonas	1699310 Pseudomonas sp. P1.8
specI_v3_08077	ref_mOTU_v25_08077	2 Bacteria	201174 Actinobacteria	1497346 Thermoleophilia	588673 Solirubrobacterales	NA Solirubrobacterales fam. incertae sedis	NA Solirubrobacterales gen. incertae sedis	1380390 Solirubrobacterales bacterium URHD0059
specI_v3_11382	ref_mOTU_v25_11382	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	1573535 Holdemanella	1735 Holdemanella biformis
specI_v3_09060	ref_mOTU_v25_09060	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	1679169 Bacillus sp. FJAT-27916
specI_v3_06294	ref_mOTU_v25_06294	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	367771 Marinovum	42444 Marinovum algicola
specI_v3_06187	ref_mOTU_v25_06187	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	478070 Labrenzia	681847 Labrenzia sp. DG1229
specI_v3_00933	ref_mOTU_v25_00933	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	82115 Rhizobiaceae	1525371 Neorhizobium	399 Neorhizobium galegae
specI_v3_09202	ref_mOTU_v25_09202	2 Bacteria	1239 Firmicutes	186801 Clostridia	NA Clostridia order incertae sedis	NA Clostridia fam. incertae sedis	NA Clostridia gen. incertae sedis	1734399 Clostridia bacterium BRH_c25
specI_v3_10563	ref_mOTU_v25_10563	2 Bacteria	40117 Nitrospirae	NA Nitrospirae class incertae sedis	NA Nitrospirae order incertae sedis	NA Nitrospirae fam. incertae sedis	NA Nitrospirae gen. incertae sedis	1935146 Nitrospirae bacterium JdFR-85
specI_v3_10212	ref_mOTU_v25_10212	2 Bacteria	976 Bacteroidetes	NA Bacteroidetes class incertae sedis	NA Bacteroidetes order incertae sedis	NA Bacteroidetes fam. incertae sedis	NA Bacteroidetes gen. incertae sedis	1860094 Bacteroidetes bacterium MedPE-SWsnd-G1
specI_v3_12083	ref_mOTU_v25_12083	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135614 Xanthomonadales	32033 Xanthomonadaceae	68 Lysobacter	1385522 Lysobacter arseniciresistens
specI_v3_09049	ref_mOTU_v25_09049	2 Bacteria	1239 Firmicutes	186801 Clostridia	NA Clostridia order incertae sedis	NA Clostridia fam. incertae sedis	NA Clostridia gen. incertae sedis	1676163 Clostridia bacterium DTU068
specI_v3_11982	ref_mOTU_v25_11982	2 Bacteria	1224 Proteobacteria	28216 Betaproteobacteria	80840 Burkholderiales	NA Burkholderiales fam. incertae sedis	NA Burkholderiales gen. incertae sedis	864051 Burkholderiales bacterium JOSHI_001
specI_v3_07076	ref_mOTU_v25_07076	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	1300 Streptococcaceae	1301 Streptococcus	254786 Streptococcus castoreus
specI_v3_02285	ref_mOTU_v25_02285	2 Bacteria	1239 Firmicutes	91061 Bacilli	186826 Lactobacillales	33958 Lactobacillaceae	1578 Lactobacillus	83526 Lactobacillus paralimentarius
specI_v3_10245	ref_mOTU_v25_10245	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	1017280 Pseudoflavonifractor	1871015 Pseudoflavonifractor sp. Marseille-P3106
specI_v3_11614	ref_mOTU_v25_11614	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	335929 Erythrobacteraceae	1041 Erythrobacter	604088 Erythrobacter nanhaisediminis
