study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB32631	ERP115334	SAMEA5616889	ERS3421071	ERX3429016	ERR3405364	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405364/ERR3405364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405364/ERR3405364_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405364/21989_6#16.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405364/21989_6#16.bam.bai		
PRJEB32631	ERP115334	SAMEA5616893	ERS3421075	ERX3429020	ERR3405368	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405368/ERR3405368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405368/ERR3405368_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405368/21989_6#20.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405368/21989_6#20.bam.bai		
PRJEB32631	ERP115334	SAMEA5616894	ERS3421076	ERX3429021	ERR3405369	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405369/ERR3405369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405369/ERR3405369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405369/21989_6#21.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405369/21989_6#21.bam.bai		
PRJEB32631	ERP115334	SAMEA5616900	ERS3421082	ERX3429024	ERR3405372	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405372/ERR3405372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405372/ERR3405372_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405372/21989_6#24.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405372/21989_6#24.bam.bai		
PRJEB32631	ERP115334	SAMEA5616905	ERS3421087	ERX3429025	ERR3405373	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405373/ERR3405373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405373/ERR3405373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405373/21989_7#1.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405373/21989_7#1.bam.bai		
PRJEB32631	ERP115334	SAMEA5616907	ERS3421089	ERX3429027	ERR3405375	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405375/ERR3405375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405375/ERR3405375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405375/21989_7#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405375/21989_7#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5617938	ERS3422026	ERX3429031	ERR3405379	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405379/ERR3405379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405379/ERR3405379_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405379/21989_7#7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405379/21989_7#7.bam.bai		
PRJEB32631	ERP115334	SAMEA5617939	ERS3422027	ERX3429032	ERR3405380	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405380/ERR3405380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405380/ERR3405380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405380/21989_7#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405380/21989_7#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5617975	ERS3422063	ERX3429034	ERR3405382	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405382/ERR3405382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405382/ERR3405382_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405382/21989_7#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405382/21989_7#10.bam.bai		
PRJEB32631	ERP115334	SAMEA5618017	ERS3422105	ERX3429039	ERR3405387	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405387/ERR3405387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405387/ERR3405387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405387/21989_7#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405387/21989_7#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5618517	ERS3422605	ERX3429047	ERR3405395	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405395/ERR3405395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405395/ERR3405395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405395/21989_7#23.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405395/21989_7#23.bam.bai		
PRJEB32631	ERP115334	SAMEA5618524	ERS3422612	ERX3429051	ERR3405399	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405399/ERR3405399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405399/ERR3405399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405399/21999_3#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405399/21999_3#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5618528	ERS3422616	ERX3429053	ERR3405401	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405401/ERR3405401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405401/ERR3405401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405401/21999_3#5.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405401/21999_3#5.bam.bai		
PRJEB32631	ERP115334	SAMEA5618536	ERS3422624	ERX3429060	ERR3405408	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405408/ERR3405408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405408/ERR3405408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405408/21999_3#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405408/21999_3#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5618537	ERS3422625	ERX3429061	ERR3405409	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405409/ERR3405409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405409/ERR3405409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405409/21999_3#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405409/21999_3#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5618544	ERS3422632	ERX3429065	ERR3405413	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405413/ERR3405413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405413/ERR3405413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405413/21999_3#17.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405413/21999_3#17.bam.bai		
PRJEB32631	ERP115334	SAMEA5618546	ERS3422634	ERX3429067	ERR3405415	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405415/ERR3405415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405415/ERR3405415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405415/21999_3#19.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405415/21999_3#19.bam.bai		
PRJEB32631	ERP115334	SAMEA5618559	ERS3422647	ERX3429069	ERR3405417	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405417/ERR3405417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405417/ERR3405417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405417/21999_3#21.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405417/21999_3#21.bam.bai		
PRJEB32631	ERP115334	SAMEA5618568	ERS3422656	ERX3429074	ERR3405422	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405422/ERR3405422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405422/ERR3405422_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405422/21999_4#2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405422/21999_4#2.bam.bai		
PRJEB32631	ERP115334	SAMEA5618576	ERS3422664	ERX3429078	ERR3405426	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405426/ERR3405426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405426/ERR3405426_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405426/21999_4#6.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405426/21999_4#6.bam.bai		
PRJEB32631	ERP115334	SAMEA5618577	ERS3422665	ERX3429079	ERR3405427	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405427/ERR3405427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405427/ERR3405427_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405427/21999_4#7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405427/21999_4#7.bam.bai		
PRJEB32631	ERP115334	SAMEA5618578	ERS3422666	ERX3429080	ERR3405428	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405428/ERR3405428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405428/ERR3405428_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405428/21999_4#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405428/21999_4#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5618583	ERS3422671	ERX3429081	ERR3405429	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405429/ERR3405429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405429/ERR3405429_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405429/21999_4#9.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405429/21999_4#9.bam.bai		
PRJEB32631	ERP115334	SAMEA5618580	ERS3422668	ERX3429082	ERR3405430	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405430/ERR3405430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405430/ERR3405430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405430/21999_4#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405430/21999_4#10.bam.bai		
PRJEB32631	ERP115334	SAMEA5618582	ERS3422670	ERX3429084	ERR3405432	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405432/ERR3405432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405432/ERR3405432_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405432/21999_4#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405432/21999_4#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5618588	ERS3422676	ERX3429088	ERR3405436	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405436/ERR3405436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405436/ERR3405436_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405436/21999_4#16.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405436/21999_4#16.bam.bai		
PRJEB32631	ERP115334	SAMEA5618589	ERS3422677	ERX3429089	ERR3405437	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405437/ERR3405437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405437/ERR3405437_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405437/21999_4#17.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405437/21999_4#17.bam.bai		
PRJEB32631	ERP115334	SAMEA5616695	ERS3420877	ERX3429098	ERR3405446	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405446/ERR3405446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405446/ERR3405446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405446/22178_3#2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405446/22178_3#2.bam.bai		
PRJEB32631	ERP115334	SAMEA5616696	ERS3420878	ERX3429099	ERR3405447	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405447/ERR3405447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405447/ERR3405447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405447/22178_3#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405447/22178_3#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5616769	ERS3420951	ERX3429100	ERR3405448	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405448/ERR3405448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405448/ERR3405448_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405448/22178_3#4.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405448/22178_3#4.bam.bai		
PRJEB32631	ERP115334	SAMEA5616915	ERS3421097	ERX3429103	ERR3405451	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405451/ERR3405451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405451/ERR3405451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405451/22178_3#7.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405451/22178_3#7.bam.bai		
PRJEB32631	ERP115334	SAMEA5616922	ERS3421104	ERX3429104	ERR3405452	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405452/ERR3405452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405452/ERR3405452_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405452/22178_3#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405452/22178_3#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5616925	ERS3421107	ERX3429107	ERR3405455	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405455/ERR3405455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405455/ERR3405455_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405455/22178_3#11.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405455/22178_3#11.bam.bai		
PRJEB32631	ERP115334	SAMEA5616927	ERS3421109	ERX3429109	ERR3405457	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405457/ERR3405457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405457/ERR3405457_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405457/22178_3#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405457/22178_3#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5616943	ERS3421125	ERX3429120	ERR3405468	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405468/ERR3405468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405468/ERR3405468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405468/22178_3#24.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405468/22178_3#24.bam.bai		
PRJEB32631	ERP115334	SAMEA5616946	ERS3421128	ERX3429123	ERR3405471	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405471/ERR3405471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405471/ERR3405471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405471/22178_4#3.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405471/22178_4#3.bam.bai		
PRJEB32631	ERP115334	SAMEA5616948	ERS3421130	ERX3429124	ERR3405472	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405472/ERR3405472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405472/ERR3405472_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405472/22178_4#4.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405472/22178_4#4.bam.bai		
PRJEB32631	ERP115334	SAMEA5616950	ERS3421132	ERX3429126	ERR3405474	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405474/ERR3405474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405474/ERR3405474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405474/22178_4#6.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405474/22178_4#6.bam.bai		
PRJEB32631	ERP115334	SAMEA5616953	ERS3421135	ERX3429128	ERR3405476	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405476/ERR3405476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405476/ERR3405476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405476/22178_4#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405476/22178_4#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5616957	ERS3421139	ERX3429132	ERR3405480	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405480/ERR3405480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405480/ERR3405480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405480/22178_4#12.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405480/22178_4#12.bam.bai		
PRJEB32631	ERP115334	SAMEA5616958	ERS3421140	ERX3429133	ERR3405481	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405481/ERR3405481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/001/ERR3405481/ERR3405481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405481/22178_4#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405481/22178_4#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5617748	ERS3421837	ERX3429134	ERR3405482	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405482/ERR3405482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405482/ERR3405482_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405482/22178_4#14.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405482/22178_4#14.bam.bai		
PRJEB32631	ERP115334	SAMEA5617769	ERS3421858	ERX3429135	ERR3405483	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405483/ERR3405483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/003/ERR3405483/ERR3405483_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405483/22178_4#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405483/22178_4#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5617894	ERS3421983	ERX3429140	ERR3405488	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405488/ERR3405488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405488/ERR3405488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405488/22178_4#20.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405488/22178_4#20.bam.bai		
PRJEB32631	ERP115334	SAMEA5618013	ERS3422101	ERX3429141	ERR3405489	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405489/ERR3405489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405489/ERR3405489_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405489/22178_4#21.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405489/22178_4#21.bam.bai		
PRJEB32631	ERP115334	SAMEA5618025	ERS3422113	ERX3429146	ERR3405494	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405494/ERR3405494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/004/ERR3405494/ERR3405494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405494/22178_5#2.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405494/22178_5#2.bam.bai		
PRJEB32631	ERP115334	SAMEA5618040	ERS3422128	ERX3429152	ERR3405500	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405500/ERR3405500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/000/ERR3405500/ERR3405500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405500/22178_5#8.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405500/22178_5#8.bam.bai		
PRJEB32631	ERP115334	SAMEA5618039	ERS3422127	ERX3429154	ERR3405502	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405502/ERR3405502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/002/ERR3405502/ERR3405502_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405502/22178_5#10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405502/22178_5#10.bam.bai		
PRJEB32631	ERP115334	SAMEA5618045	ERS3422133	ERX3429157	ERR3405505	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405505/ERR3405505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/005/ERR3405505/ERR3405505_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405505/22178_5#13.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405505/22178_5#13.bam.bai		
PRJEB32631	ERP115334	SAMEA5618046	ERS3422134	ERX3429158	ERR3405506	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405506/ERR3405506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/006/ERR3405506/ERR3405506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405506/22178_5#14.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405506/22178_5#14.bam.bai		
PRJEB32631	ERP115334	SAMEA5618047	ERS3422135	ERX3429159	ERR3405507	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405507/ERR3405507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/007/ERR3405507/ERR3405507_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405507/22178_5#15.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405507/22178_5#15.bam.bai		
PRJEB32631	ERP115334	SAMEA5618048	ERS3422136	ERX3429160	ERR3405508	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405508/ERR3405508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/008/ERR3405508/ERR3405508_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405508/22178_5#16.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405508/22178_5#16.bam.bai		
PRJEB32631	ERP115334	SAMEA5618050	ERS3422138	ERX3429161	ERR3405509	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405509/ERR3405509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR340/009/ERR3405509/ERR3405509_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405509/22178_5#17.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR340/ERR3405509/22178_5#17.bam.bai		
