"","asv","homd"
"7962","ASV7962","Lachnospiraceae [G-2] bacterium HMT 096"
"7963","ASV7963","Streptococcus oralis subsp. dentisani clade 058"
"7964","ASV7964","Haemophilus parainfluenzae"
"7965","ASV7965","Alloprevotella sp. HMT 473"
"7966","ASV7966","Prevotella fusca"
"7967","ASV7967","Saccharibacteria (TM7) [G-1] bacterium HMT 348"
"7968","ASV7968","Prevotella sp. HMT 306"
"7969","ASV7969","Peptococcus sp. HMT 168"
"7970","ASV7970","Prevotella sp. HMT 304"
"7971","ASV7971","Peptostreptococcus stomatis"
"7972","ASV7972","Butyrivibrio sp. HMT 090"
"7973","ASV7973","Rothia mucilaginosa"
"7974","ASV7974","Selenomonas sp. HMT 478"
"7975","ASV7975","Streptococcus parasanguinis clade 411"
"7976","ASV7976","Stomatobaculum sp. HMT 097"
"7977","ASV7977","Mitsuokella sp. HMT 521"
"7978","ASV7978","Prevotella sp. HMT 309"
"7979","ASV7979","Lachnoanaerobaculum orale"
"7980","ASV7980","Fusobacterium periodonticum"
"7981","ASV7981","Prevotella nanceiensis"
"7982","ASV7982","Bacillus clausii"
"7983","ASV7983","Alloprevotella sp. HMT 308"
"7984","ASV7984","Prevotella salivae"
"7985","ASV7985","Prevotella salivae"
"7986","ASV7986","Prevotella enoeca"
"7987","ASV7987","Prevotella marshii"
"7988","ASV7988","Veillonella dispar"
"7989","ASV7989","Enterococcus italicus"
"7990","ASV7990","Porphyromonas sp. HMT 278"
"7991","ASV7991","Dialister invisus"
"7992","ASV7992","Oribacterium asaccharolyticum"
"7993","ASV7993","Bifidobacterium dentium"
"7994","ASV7994","Schaalia lingnae [Not Validly Published]"
"7995","ASV7995","Butyrivibrio sp. HMT 455"
"7996","ASV7996","Leptotrichia sp. HMT 879"
"7997","ASV7997","Mitsuokella sp. HMT 521"
"7998","ASV7998","Saccharibacteria (TM7) [G-1] bacterium HMT 352"
"7999","ASV7999","Atopobium parvulum"
"8000","ASV8000","Selenomonas sp. HMT 478"
"8001","ASV8001","Selenomonas sp. HMT 134"
"8002","ASV8002","Veillonella dispar"
"8003","ASV8003","Lachnospiraceae [G-2] bacterium HMT 096"
"8004","ASV8004","Peptostreptococcus stomatis"
"8005","ASV8005","Dialister invisus"
"8006","ASV8006","Megasphaera micronuciformis"
"8007","ASV8007","Atopobium parvulum"
"8008","ASV8008","Rothia mucilaginosa"
"8009","ASV8009","Streptococcus salivarius"
"8010","ASV8010","Porphyromonas endodontalis"
"8011","ASV8011","Schaalia cardiffensis"
"8012","ASV8012","Leptotrichia sp. HMT 392"
"8013","ASV8013","Catonella sp. HMT 451"
"8014","ASV8014","Megasphaera micronuciformis"
"8015","ASV8015","Butyrivibrio sp. HMT 455"
"8016","ASV8016","Micrococcus luteus"
"8017","ASV8017","Haemophilus parainfluenzae"
"8018","ASV8018","Haemophilus parainfluenzae"
"8019","ASV8019","Streptococcus salivarius"
"8020","ASV8020","Leptotrichia sp. HMT 218"
"8021","ASV8021","Prevotella histicola"
"8022","ASV8022","Megasphaera micronuciformis"
"8023","ASV8023","Megasphaera micronuciformis"
"8024","ASV8024","Mogibacterium vescum"
"8025","ASV8025","Prevotella aurantiaca"
"8026","ASV8026","Prevotella shahii"
"8027","ASV8027","Capnocytophaga leadbetteri"
"8028","ASV8028","Selenomonas sp. HMT 134"
"8029","ASV8029","Fusobacterium periodonticum"
"8030","ASV8030","Prevotella sp. HMT 475"
"8031","ASV8031","Fusobacterium nucleatum subsp. animalis"
"8032","ASV8032","Veillonella sp. HMT 917"
"8033","ASV8033","Neisseria cinerea"
"8034","ASV8034","Lachnospiraceae [G-2] bacterium HMT 096"
"8035","ASV8035","Lachnospiraceae [G-3] bacterium HMT 100"
"8036","ASV8036","Granulicatella adiacens"
"8037","ASV8037","Prevotella sp. HMT 292"
"8038","ASV8038","Alloprevotella sp. HMT 308"
"8039","ASV8039","Leptotrichia sp. HMT 215"
"8040","ASV8040","Campylobacter concisus"
"8041","ASV8041","Veillonella atypica"
"8042","ASV8042","Selenomonas sputigena"
"8043","ASV8043","Lachnoanaerobaculum saburreum"
"8044","ASV8044","Saccharibacteria (TM7) [G-1] bacterium HMT 348"
"8045","ASV8045","Johnsonella ignava"
"8046","ASV8046","Lachnospiraceae [G-7] bacterium HMT 086"
"8047","ASV8047","Saccharibacteria (TM7) [G-1] bacterium HMT 952"
"8048","ASV8048","Fastidiosipila sanguinis"
"8049","ASV8049","Fusobacterium nucleatum subsp. vincentii"
"8050","ASV8050","Prevotella saccharolytica"
"8051","ASV8051","Prevotella sp. HMT 300"
"8052","ASV8052","Prevotella oralis"
"8053","ASV8053","Scardovia wiggsiae"
"8054","ASV8054","Selenomonas sp. HMT 138"
"8055","ASV8055","Selenomonas sputigena"
"8056","ASV8056","Fretibacterium fastidiosum"
"8057","ASV8057","Fusobacterium nucleatum subsp. vincentii"
"8058","ASV8058","Atopobium sp. HMT 199"
"8059","ASV8059","Leptotrichia sp. HMT 223"
"8060","ASV8060","Veillonella dispar"
"8061","ASV8061","Selenomonas dianae"
"8062","ASV8062","Parvimonas micra"
"8063","ASV8063","Leptotrichia sp. HMT 218"
"8064","ASV8064","Prevotella salivae"
"8065","ASV8065","Streptococcus salivarius"
"8066","ASV8066","Streptococcus salivarius"
"8067","ASV8067","Alloscardovia omnicolens"
"8068","ASV8068","Granulicatella adiacens"
"8069","ASV8069","Prevotella nanceiensis"
"8070","ASV8070","Actinomyces graevenitzii"
"8071","ASV8071","Streptococcus salivarius"
"8072","ASV8072","Aggregatibacter sp. HMT 512"
"8073","ASV8073","Lachnoanaerobaculum orale"
"8074","ASV8074","Leptotrichia wadei"
"8075","ASV8075","Megasphaera micronuciformis"
"8076","ASV8076","Fusobacterium periodonticum"
"8077","ASV8077","Prevotella melaninogenica"
"8078","ASV8078","Prevotella sp. HMT 443"
"8079","ASV8079","Alloprevotella tannerae"
"8080","ASV8080","Prevotella veroralis"
"8081","ASV8081","Leptotrichia sp. HMT 847"
"8082","ASV8082","Megasphaera micronuciformis"
"8083","ASV8083","Selenomonas sp. HMT 478"
"8084","ASV8084","Prevotella sp. HMT 475"
"8085","ASV8085","Fusobacterium periodonticum"
"8086","ASV8086","Neisseria cinerea"
"8087","ASV8087","Lachnospiraceae [G-2] bacterium HMT 096"
"8088","ASV8088","Selenomonas sp. HMT 478"
"8089","ASV8089","Stomatobaculum longum"
"8090","ASV8090","Bifidobacterium longum"
"8091","ASV8091","Veillonella sp. HMT 917"
"8092","ASV8092","Prevotella salivae"
"8093","ASV8093","Alloprevotella sp. HMT 308"
"8094","ASV8094","Neisseria cinerea"
"8095","ASV8095","Prevotella oulorum"
"8096","ASV8096","Treponema socranskii"
"8097","ASV8097","Saccharibacteria (TM7) [G-3] bacterium HMT 351"
"8098","ASV8098","Granulicatella elegans"
"8099","ASV8099","Veillonella parvula"
"8100","ASV8100","Veillonella sp. HMT 917"
"8101","ASV8101","Veillonella parvula"
"8102","ASV8102","Prevotella melaninogenica"
"8103","ASV8103","Prevotella nanceiensis"
"8104","ASV8104","Actinomyces graevenitzii"
"8105","ASV8105","Saccharibacteria (TM7) [G-1] bacterium HMT 352"
"8106","ASV8106","Streptococcus salivarius"
"8107","ASV8107","Prevotella pleuritidis"
"8108","ASV8108","Stomatobaculum longum"
"8109","ASV8109","Peptostreptococcus stomatis"
"8110","ASV8110","Fusobacterium periodonticum"
"8111","ASV8111","Alloprevotella tannerae"
"8112","ASV8112","Oribacterium sinus"
"8113","ASV8113","Megasphaera micronuciformis"
"8114","ASV8114","Streptococcus sp. HMT 074"
"8115","ASV8115","Selenomonas sp. HMT 478"
"8116","ASV8116","Oribacterium parvum"
"8117","ASV8117","Peptostreptococcus stomatis"
"8118","ASV8118","Peptococcus sp. HMT 168"
"8119","ASV8119","Prevotella melaninogenica"
"8120","ASV8120","Selenomonas sp. HMT 478"
"8121","ASV8121","Prevotella melaninogenica"
"8122","ASV8122","Oribacterium parvum"
"8123","ASV8123","Gemella sanguinis"
"8124","ASV8124","Parvimonas micra"
"8125","ASV8125","Peptostreptococcaceae [XI][G-1] [Eubacterium] sulci"
"8126","ASV8126","Oribacterium parvum"
"8127","ASV8127","Selenomonas sputigena"
"8128","ASV8128","Veillonella rogosae"
"8129","ASV8129","Prevotella sp. HMT 472"
"8130","ASV8130","Prevotella pallens"
"8131","ASV8131","Lachnoanaerobaculum umeaense"
"8132","ASV8132","Atopobium parvulum"
"8133","ASV8133","Mobiluncus mulieris"
"8134","ASV8134","Rothia mucilaginosa"
"8135","ASV8135","Megasphaera micronuciformis"
"8136","ASV8136","Neisseria weaveri"
"8137","ASV8137","Alloscardovia omnicolens"
"8138","ASV8138","Prevotella histicola"
"8139","ASV8139","Prevotella pallens"
"8140","ASV8140","Schaalia sp. HMT 172"
"8141","ASV8141","Megasphaera micronuciformis"
"8142","ASV8142","Butyrivibrio sp. HMT 455"
"8143","ASV8143","Capnocytophaga gingivalis"
"8144","ASV8144","Lautropia mirabilis"
"8145","ASV8145","Haemophilus parainfluenzae"
"8146","ASV8146","Saccharibacteria (TM7) [G-6] bacterium HMT 870"
"8147","ASV8147","Lachnoanaerobaculum umeaense"
"8148","ASV8148","Oribacterium sinus"
"8149","ASV8149","Rothia mucilaginosa"
"8150","ASV8150","Campylobacter concisus"
"8151","ASV8151","Streptococcus salivarius"
"8152","ASV8152","Oribacterium asaccharolyticum"
"8153","ASV8153","Saccharibacteria (TM7) [G-1] bacterium HMT 352"
"8154","ASV8154","Ruminococcaceae [G-2] bacterium HMT 085"
"8155","ASV8155","Granulicatella adiacens"
"8156","ASV8156","Prevotella sp. HMT 475"
"8157","ASV8157","Peptostreptococcus stomatis"
"8158","ASV8158","Veillonella sp. HMT 917"
"8159","ASV8159","Fusobacterium sp. HMT 203"
"8160","ASV8160","Leptotrichia sp. HMT 218"
"8161","ASV8161","Peptostreptococcaceae [XI][G-7] bacterium HMT 922"
"8162","ASV8162","Oribacterium parvum"
"8163","ASV8163","Treponema sp. HMT 237"
"8164","ASV8164","Lachnoanaerobaculum orale"
"8165","ASV8165","Capnocytophaga sp. HMT 334"
"8166","ASV8166","Fusobacterium nucleatum subsp. vincentii"
"8167","ASV8167","Neisseria cinerea"
"8168","ASV8168","Fusobacterium periodonticum"
"8169","ASV8169","Lachnoanaerobaculum umeaense"
"8170","ASV8170","Peptostreptococcus stomatis"
"8171","ASV8171","Streptococcus salivarius"
"8172","ASV8172","Veillonella dispar"
"8173","ASV8173","Rothia mucilaginosa"
"8174","ASV8174","Catonella morbi"
"8175","ASV8175","Alloprevotella sp. HMT 308"
"8176","ASV8176","Oribacterium asaccharolyticum"
"8177","ASV8177","Neisseria cinerea"
"8178","ASV8178","Prevotella fusca"
"8179","ASV8179","Alloprevotella sp. HMT 473"
"8180","ASV8180","Selenomonas sp. HMT 134"
"8181","ASV8181","Haemophilus parainfluenzae"
"8182","ASV8182","Prevotella nanceiensis"
"8183","ASV8183","Catonella morbi"
"8184","ASV8184","Veillonella parvula"
"8185","ASV8185","Actinomyces graevenitzii"
"8186","ASV8186","Lachnoanaerobaculum umeaense"
"8187","ASV8187","Stomatobaculum sp. HMT 910"
"8188","ASV8188","Prevotella pallens"
"8189","ASV8189","Campylobacter sp. HMT 044"
"8190","ASV8190","Streptococcus salivarius"
"8191","ASV8191","Prevotella pallens"
"8192","ASV8192","Streptococcus parasanguinis clade 411"
"8193","ASV8193","Prevotella sp. HMT 309"
"8194","ASV8194","Neisseria cinerea"
"8195","ASV8195","Prevotella oulorum"
"8196","ASV8196","Veillonella atypica"
"8197","ASV8197","Campylobacter curvus"
"8198","ASV8198","Capnocytophaga leadbetteri"
"8199","ASV8199","Peptostreptococcus stomatis"
"8200","ASV8200","Veillonella atypica"
"8201","ASV8201","Fusobacterium periodonticum"
"8202","ASV8202","Alloprevotella sp. HMT 308"
"8203","ASV8203","Leptotrichia sp. HMT 417"
"8204","ASV8204","Prevotella melaninogenica"
"8205","ASV8205","Veillonella dispar"
"8206","ASV8206","Peptostreptococcaceae [XI][G-1] [Eubacterium] sulci"
"8207","ASV8207","Granulicatella adiacens"
"8208","ASV8208","Streptococcus parasanguinis clade 411"
"8209","ASV8209","Treponema sp. HMT 231"
"8210","ASV8210","Treponema sp. HMT 237"
"8211","ASV8211","Bergeyella sp. HMT 206"
"8212","ASV8212","Neisseria cinerea"
"8213","ASV8213","Lachnospiraceae [G-2] bacterium HMT 096"
"8214","ASV8214","Stomatobaculum sp. HMT 097"
"8215","ASV8215","Atopobium parvulum"
"8216","ASV8216","Lachnoanaerobaculum orale"
"8217","ASV8217","Selenomonas sputigena"
"8218","ASV8218","Leptotrichia sp. HMT 221"
"8219","ASV8219","Alloprevotella sp. HMT 914"
"8220","ASV8220","Prevotella salivae"
"8221","ASV8221","Neisseria cinerea"
"8222","ASV8222","Lachnospiraceae [G-2] bacterium HMT 096"
"8223","ASV8223","Ruminococcaceae [G-1] bacterium HMT 075"
"8224","ASV8224","Streptococcus salivarius"
"8225","ASV8225","Lachnoanaerobaculum orale"
"8226","ASV8226","Stomatobaculum sp. HMT 910"
"8227","ASV8227","Streptococcus salivarius"
"8228","ASV8228","Leptotrichia sp. HMT 221"
"8229","ASV8229","Alloprevotella sp. HMT 473"
"8230","ASV8230","Parvimonas micra"
"8231","ASV8231","Alloprevotella sp. HMT 473"
"8232","ASV8232","Oribacterium asaccharolyticum"
"8233","ASV8233","Megasphaera micronuciformis"
"8234","ASV8234","Leptotrichia sp. HMT 215"
"8235","ASV8235","Bacteroidales [G-2] bacterium HMT 274"
"8236","ASV8236","Streptococcus salivarius"
"8237","ASV8237","Prevotella pleuritidis"
"8238","ASV8238","Campylobacter gracilis"
"8239","ASV8239","Corynebacterium matruchotii"
"8240","ASV8240","Haemophilus sp. HMT 036"
"8241","ASV8241","Peptidiphaga sp. HMT 183"
"8242","ASV8242","Delftia acidovorans"
"8243","ASV8243","Saccharibacteria (TM7) [G-1] bacterium HMT 348"
"8244","ASV8244","Saccharibacteria (TM7) [G-1] bacterium HMT 352"
"8245","ASV8245","Mitsuokella sp. HMT 521"
"8246","ASV8246","Saccharibacteria (TM7) [G-1] bacterium HMT 957"
"8247","ASV8247","Kingella sp. HMT 012"
"8248","ASV8248","Oribacterium sinus"
"8249","ASV8249","Veillonella dispar"
"8250","ASV8250","Campylobacter rectus"
"8251","ASV8251","Peptostreptococcaceae [XI][G-2] bacterium HMT 091"
"8252","ASV8252","Scardovia wiggsiae"
"8253","ASV8253","Fusobacterium nucleatum subsp. animalis"
"8254","ASV8254","Arachnia propionica"
"8255","ASV8255","Treponema socranskii"
"8256","ASV8256","Ruminococcaceae [G-1] bacterium HMT 075"
"8257","ASV8257","Ruminococcaceae [G-1] bacterium HMT 075"
"8258","ASV8258","Veillonella atypica"
"8259","ASV8259","Streptococcus sp. HMT 074"
"8260","ASV8260","Lachnoanaerobaculum sp. HMT 083"
"8261","ASV8261","Lautropia mirabilis"
"8262","ASV8262","Lachnoanaerobaculum umeaense"
"8263","ASV8263","Rothia aeria"
"8264","ASV8264","Selenomonas sp. HMT 478"
"8265","ASV8265","Dialister invisus"
"8266","ASV8266","Corynebacterium matruchotii"
"8267","ASV8267","Cardiobacterium hominis"
"8268","ASV8268","Selenomonas sputigena"
"8269","ASV8269","Scardovia wiggsiae"
"8270","ASV8270","Parvimonas micra"
"8271","ASV8271","Prevotella salivae"
"8272","ASV8272","Streptococcus sinensis"
"8273","ASV8273","Saccharibacteria (TM7) [G-1] bacterium HMT 352"
"8274","ASV8274","Prevotella scopos"
"8275","ASV8274","Prevotella scopos"
"8276","ASV8275","Butyrivibrio sp. HMT 090"
"8277","ASV8276","Streptococcus salivarius"
"8278","ASV8277","Alloprevotella sp. HMT 308"
"8279","ASV8278","Prevotella aurantiaca"
"8280","ASV8279","Fusobacterium nucleatum subsp. vincentii"
"8281","ASV8280","Prevotella pallens"
"8282","ASV8281","Kingella oralis"
"8283","ASV8282","Veillonella dispar"
"8284","ASV8283","Selenomonas sp. HMT 478"
"8285","ASV8284","Prevotella nanceiensis"
"8286","ASV8285","Saccharibacteria (TM7) [G-3] bacterium HMT 351"
"8287","ASV8286","Prevotella nanceiensis"
"8288","ASV8287","Prevotella sp. HMT 306"
"8289","ASV8288","Prevotella pallens"
"8290","ASV8289","Prevotella shahii"
"8291","ASV8290","Oribacterium parvum"
"8292","ASV8291","Veillonella parvula"
"8293","ASV8292","Leptotrichia sp. HMT 221"
"8294","ASV8293","Neisseria cinerea"
"8295","ASV8294","Prevotella pallens"
"8296","ASV8295","Bacteroidetes [G-5] bacterium HMT 511"
"8297","ASV8296","Bacteroidetes [G-3] bacterium HMT 365"
"8298","ASV8297","Fusobacterium periodonticum"
"8299","ASV8298","Fusobacterium periodonticum"
"8300","ASV8299","Mitsuokella sp. HMT 521"
"8301","ASV8300","Mitsuokella sp. HMT 521"
"8302","ASV8301","Mitsuokella sp. HMT 521"
"8303","ASV8302","Oribacterium sinus"
"8304","ASV8303","Haemophilus parainfluenzae"
"8305","ASV8304","Alloprevotella sp. HMT 914"
"8306","ASV8305","Tannerella sp. HMT 808"
"8307","ASV8306","Prevotella pallens"
"8308","ASV8307","Veillonella dispar"
"8309","ASV8308","Prevotella pallens"
"8310","ASV8309","Clostridiales [F-3][G-1] bacterium HMT 876"
"8311","ASV8310","Veillonella dispar"
"8312","ASV8311","Neisseria flava"
"8313","ASV8312","Veillonella denticariosi"
"8314","ASV8313","Selenomonas sputigena"
"8315","ASV8314","Veillonellaceae [G-1] bacterium HMT 155"
"8316","ASV8315","Neisseria cinerea"
"8317","ASV8316","Fusobacterium nucleatum subsp. vincentii"
"8318","ASV8317","Veillonellaceae [G-1] bacterium HMT 150"
"8319","ASV8318","Erysipelotrichaceae [G-1] bacterium HMT 905"
"8320","ASV8319","Leptotrichia hongkongensis"
"8321","ASV8320","Treponema sp. HMT 231"
"8322","ASV8321","Leptotrichia hongkongensis"
"8323","ASV8322","Ruminococcaceae [G-2] bacterium HMT 085"
"8324","ASV8323","Alloprevotella sp. HMT 308"
"8325","ASV8324","Saccharibacteria (TM7) [G-1] bacterium HMT 352"
"8326","ASV8325","Ralstonia pickettii"
"8327","ASV8326","Atopobium parvulum"
"8328","ASV8327","Enterococcus italicus"
"8329","ASV8328","Prevotella sp. HMT 315"
"8330","ASV8329","Lautropia mirabilis"
"8331","ASV8330","Lachnospiraceae [G-2] bacterium HMT 096"
"8332","ASV8331","Prevotella dentalis"
"8333","ASV8332","Catonella morbi"
"8334","ASV8333","Capnocytophaga gingivalis"
"8335","ASV8334","Leptotrichia sp. HMT 221"
"8336","ASV8335","Eikenella corrodens"
"8337","ASV8336","Saccharibacteria (TM7) [G-3] bacterium HMT 351"
"8338","ASV8337","Dialister invisus"
"8339","ASV8338","Oribacterium sp. HMT 078"
"8340","ASV8339","Leptotrichia sp. HMT 223"
"8341","ASV8340","Neisseria flava"
"8342","ASV8341","Selenomonas flueggei"
"8343","ASV8342","Leptotrichia sp. HMT 463"
"8344","ASV8343","Butyrivibrio sp. HMT 080"
"8345","ASV8344","Atopobium parvulum"
"8346","ASV8345","Leptotrichia sp. HMT 215"
"8347","ASV8346","Shuttleworthia satelles"
"8348","ASV8347","Solobacterium moorei"
"8349","ASV8348","Prevotella sp. HMT 306"
"8350","ASV8349","Fusobacterium nucleatum subsp. vincentii"
"8351","ASV8350","Fusobacterium nucleatum subsp. vincentii"
"8352","ASV8351","Ralstonia sp. HMT 406"
"8353","ASV8352","Sneathia amnii [Not Validly Published]"
"8354","ASV8353","Lachnospiraceae [G-2] bacterium HMT 096"
"8355","ASV8354","Selenomonas sp. HMT 134"
"8356","ASV8355","Selenomonas sputigena"
"8357","ASV8356","Parvimonas micra"
"8358","ASV8357","Veillonella parvula"
"8359","ASV8358","Fusobacterium sp. HMT 205"
"8360","ASV8359","Porphyromonas sp. HMT 930"
"8361","ASV8360","Selenomonas sp. HMT 138"
"8362","ASV8361","Corynebacterium durum"
"8363","ASV8362","Clostridiales [F-3][G-1] bacterium HMT 876"
"8364","ASV8363","Actinomyces gerencseriae"
"8365","ASV8364","Oribacterium asaccharolyticum"
"8366","ASV8365","Lachnoanaerobaculum saburreum"
"8367","ASV8366","Sphingomonas echinoides"
"8368","ASV8367","Escherichia coli"
"8369","ASV8368","Porphyromonas catoniae"
"8370","ASV8369","Rothia dentocariosa"
"8371","ASV8370","Veillonella dispar"
"8372","ASV8371","Neisseria sp. HMT 020"
"8373","ASV8372","Fusobacterium nucleatum subsp. vincentii"
"8374","ASV8373","Selenomonas sp. HMT 388"
"8375","ASV8374","Anaeroglobus geminatus"
"8376","ASV8375","Selenomonas sputigena"
"8377","ASV8376","Haematobacter missouriensis"
"8378","ASV8377","Neisseria cinerea"
"8379","ASV8378","Veillonella sp. HMT 780"
"8380","ASV8379","Alloprevotella rava"
"8381","ASV8380","Selenomonas sp. HMT 134"
"8382","ASV8381","Oribacterium sp. HMT 102"
"8383","ASV8382","Arachnia propionica"
"8384","ASV8383","Prevotella nanceiensis"
"8385","ASV8384","Leptotrichia shahii"
"8386","ASV8385","Bacteroides heparinolyticus"
"8387","ASV8386","Bacteroides heparinolyticus"
"8388","ASV8387","Veillonella dispar"
"8389","ASV8388","Streptococcus salivarius"
"8390","ASV8389","Porphyromonas catoniae"
"8391","ASV8390","Capnocytophaga haemolytica"
"8392","ASV8391","Alloprevotella tannerae"
"8393","ASV8392","Lachnospiraceae [G-2] bacterium HMT 088"
"8394","ASV8393","Campylobacter gracilis"
"8395","ASV8394","Leptotrichia hongkongensis"
"8396","ASV8395","Acidovorax ebreus"
"8397","ASV8396","Gemella sanguinis"
"8398","ASV8397","Porphyromonas catoniae"
"8399","ASV8398","Selenomonas artemidis"
"8400","ASV8399","Fusobacterium nucleatum subsp. vincentii"
"8401","ASV8400","Lachnospiraceae [G-2] bacterium HMT 096"
"8402","ASV8401","Streptococcus sobrinus"
"8403","ASV8402","Neisseria flava"
"8404","ASV8403","Prevotella sp. HMT 304"
"8405","ASV8404","Oribacterium sp. HMT 102"
"8406","ASV8405","Bacteroidetes [G-6] bacterium HMT 516"
"8407","ASV8406","Tannerella sp. HMT 808"
"8408","ASV8407","Clostridiales [F-3][G-1] bacterium HMT 876"
"8409","ASV8408","Erysipelotrichaceae [G-1] bacterium HMT 905"
"8410","ASV8409","Mitsuokella multacida"
"8411","ASV8410","Butyrivibrio sp. HMT 090"
"8412","ASV8411","Prevotella scopos"
"8413","ASV8412","Prevotella histicola"
"8414","ASV8413","Treponema sp. HMT 927"
"8415","ASV8414","Leptotrichia hongkongensis"
